iso3,region,wave,year,studies,var,pct,n
ARG,Latin America,7,2017,WVS,G007_34_B,67.83,978
ARG,Latin America,7,2017,WVS,G007_18_B,22.01,990
ARG,Latin America,7,2017,WVS,G006,90.14,982
ARG,Latin America,7,2017,WVS,A035,67.33,1003
ARG,Latin America,7,2017,WVS,A165,20.1,952
ARG,Latin America,7,2017,WVS,A124_02,2.74,1003
ARG,Latin America,7,2017,WVS,A124_06,4.12,1003
ARM,Eastern Europe & Central Asia,3,1997,WVS,C002,66.33,1809
ARM,Eastern Europe & Central Asia,3,1997,WVS,C001,59.92,1946
ARM,Eastern Europe & Central Asia,3,1997,WVS,E143,28.64,1903
ARM,Eastern Europe & Central Asia,3,1997,WVS,G006,82.48,1946
ARM,Eastern Europe & Central Asia,3,1997,WVS,A035,48.45,2000
ARM,Eastern Europe & Central Asia,3,1997,WVS,A165,24.68,1904
ARM,Eastern Europe & Central Asia,3,1997,WVS,A124_02,19.2,2000
ARM,Eastern Europe & Central Asia,3,1997,WVS,A124_06,21.65,2000
ARM,Eastern Europe & Central Asia,5,2008,EVS,C002,74.41,1441
ARM,Eastern Europe & Central Asia,5,2008,EVS,C001,51.92,1455
ARM,Eastern Europe & Central Asia,5,2008,EVS,E143,29.33,1403
ARM,Eastern Europe & Central Asia,5,2008,EVS,G038,39.2,1414
ARM,Eastern Europe & Central Asia,5,2008,EVS,G040,26.34,1385
ARM,Eastern Europe & Central Asia,5,2008,EVS,G041,27.16,1392
ARM,Eastern Europe & Central Asia,5,2008,EVS,G043,42.54,1407
ARM,Eastern Europe & Central Asia,5,2008,EVS,E161,44.95,1454
ARM,Eastern Europe & Central Asia,5,2008,EVS,E156,47.71,1460
ARM,Eastern Europe & Central Asia,5,2008,EVS,E154,73.72,1464
ARM,Eastern Europe & Central Asia,5,2008,EVS,E157,20.79,1443
ARM,Eastern Europe & Central Asia,5,2008,EVS,E158,23.39,1440
ARM,Eastern Europe & Central Asia,5,2008,EVS,G033,61.35,1473
ARM,Eastern Europe & Central Asia,5,2008,EVS,G034,89.49,1473
ARM,Eastern Europe & Central Asia,5,2008,EVS,G035,75.44,1469
ARM,Eastern Europe & Central Asia,5,2008,EVS,G036,96.35,1473
ARM,Eastern Europe & Central Asia,5,2008,EVS,G006,89.47,1432
ARM,Eastern Europe & Central Asia,5,2008,EVS,A035,66.68,1477
ARM,Eastern Europe & Central Asia,5,2008,EVS,A165,20.73,1452
ARM,Eastern Europe & Central Asia,5,2008,EVS,A124_02,42.5,1459
ARM,Eastern Europe & Central Asia,5,2008,EVS,A124_06,36.32,1451
ARM,Eastern Europe & Central Asia,6,2011,WVS,H002_01,17.05,1072
ARM,Eastern Europe & Central Asia,6,2011,WVS,H002_02,20.34,1075
ARM,Eastern Europe & Central Asia,6,2011,WVS,H002_03,4.64,1025
ARM,Eastern Europe & Central Asia,6,2011,WVS,H002_04,2.21,1001
ARM,Eastern Europe & Central Asia,6,2011,WVS,H002_05,1.58,989
ARM,Eastern Europe & Central Asia,6,2011,WVS,C002,82.16,1100
ARM,Eastern Europe & Central Asia,6,2011,WVS,C001,56.29,1099
ARM,Eastern Europe & Central Asia,6,2011,WVS,G007_36_B,71.09,1019
ARM,Eastern Europe & Central Asia,6,2011,WVS,G007_35_B,83.89,1041
ARM,Eastern Europe & Central Asia,6,2011,WVS,G007_34_B,82.74,1082
ARM,Eastern Europe & Central Asia,6,2011,WVS,G007_18_B,24.43,1095
ARM,Eastern Europe & Central Asia,6,2011,WVS,G006,96.89,1068
ARM,Eastern Europe & Central Asia,6,2011,WVS,A035,56.35,1100
ARM,Eastern Europe & Central Asia,6,2011,WVS,A165,11.02,1085
ARM,Eastern Europe & Central Asia,6,2011,WVS,A124_02,31.8,1100
ARM,Eastern Europe & Central Asia,6,2011,WVS,A124_06,18.42,1100
ARM,Eastern Europe & Central Asia,7,2021,WVS,H002_01,19.5,1176
ARM,Eastern Europe & Central Asia,7,2021,WVS,H002_02,19.01,1177
ARM,Eastern Europe & Central Asia,7,2021,WVS,H002_03,8.01,1131
ARM,Eastern Europe & Central Asia,7,2021,WVS,H002_04,8.01,1125
ARM,Eastern Europe & Central Asia,7,2021,WVS,H002_05,3.02,1082
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,C002,76.17,2699
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,C002_01,76.17,2699
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,C001,56.67,2696
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,C001_01,56.67,2696
ARM,Eastern Europe & Central Asia,7,2021,WVS,E143,31.05,1187
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,G052,14.23,2615
ARM,Eastern Europe & Central Asia,7,2018,EVS,G038,30.55,1472
ARM,Eastern Europe & Central Asia,7,2018,EVS,G040,19.04,1445
ARM,Eastern Europe & Central Asia,7,2018,EVS,G041,26.36,1452
ARM,Eastern Europe & Central Asia,7,2018,EVS,G043,38.51,1468
ARM,Eastern Europe & Central Asia,7,2018,EVS,E161,69.07,1447
ARM,Eastern Europe & Central Asia,7,2018,EVS,E156,79.29,1473
ARM,Eastern Europe & Central Asia,7,2018,EVS,E154,79.09,1487
ARM,Eastern Europe & Central Asia,7,2018,EVS,E157,29.18,1358
ARM,Eastern Europe & Central Asia,7,2018,EVS,E158,42.8,1379
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,G007_36_B,54.41,2550
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,G007_35_B,69.16,2629
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,G007_34_B,79.31,2709
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,G007_18_B,27.02,2703
ARM,Eastern Europe & Central Asia,7,2018,EVS,G033,66.3,1479
ARM,Eastern Europe & Central Asia,7,2018,EVS,G034,84.7,1489
ARM,Eastern Europe & Central Asia,7,2018,EVS,G035,74.99,1488
ARM,Eastern Europe & Central Asia,7,2018,EVS,G036,90.44,1491
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,G006,92.3,2691
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,A035,56.85,2712
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,A165,17.58,2704
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,A124_02,27.82,2662
ARM,Eastern Europe & Central Asia,7,2018,EVS+WVS,A124_06,25.0,2693
AUS,"North America, Australia & New Zealand",1,1981,WVS,G006,98.36,1136
AUS,"North America, Australia & New Zealand",1,1981,WVS,A035,66.91,1228
AUS,"North America, Australia & New Zealand",1,1981,WVS,A165,47.81,1189
AUS,"North America, Australia & New Zealand",1,1981,WVS,A124_02,5.57,1228
AUS,"North America, Australia & New Zealand",1,1981,WVS,A124_06,6.01,1228
AUS,"North America, Australia & New Zealand",3,1995,WVS,C002,45.04,2005
AUS,"North America, Australia & New Zealand",3,1995,WVS,C001,25.54,2029
AUS,"North America, Australia & New Zealand",3,1995,WVS,E143,43.06,2029
AUS,"North America, Australia & New Zealand",3,1995,WVS,G006,97.4,1951
AUS,"North America, Australia & New Zealand",3,1995,WVS,A035,80.73,2048
AUS,"North America, Australia & New Zealand",3,1995,WVS,A165,39.89,2025
AUS,"North America, Australia & New Zealand",3,1995,WVS,A124_02,4.78,2048
AUS,"North America, Australia & New Zealand",3,1995,WVS,A124_06,4.58,2048
AUS,"North America, Australia & New Zealand",5,2005,WVS,C002,41.64,1394
AUS,"North America, Australia & New Zealand",5,2005,WVS,C001,13.87,1408
AUS,"North America, Australia & New Zealand",5,2005,WVS,E143,42.95,1380
AUS,"North America, Australia & New Zealand",5,2005,WVS,G007_36_B,24.96,1393
AUS,"North America, Australia & New Zealand",5,2005,WVS,G007_35_B,26.97,1387
AUS,"North America, Australia & New Zealand",5,2005,WVS,G007_34_B,51.08,1401
AUS,"North America, Australia & New Zealand",5,2005,WVS,G007_18_B,17.93,1401
AUS,"North America, Australia & New Zealand",5,2005,WVS,G006,96.11,1409
AUS,"North America, Australia & New Zealand",5,2005,WVS,A035,91.66,1421
AUS,"North America, Australia & New Zealand",5,2005,WVS,A165,46.14,1403
AUS,"North America, Australia & New Zealand",5,2005,WVS,A124_02,4.52,1421
AUS,"North America, Australia & New Zealand",5,2005,WVS,A124_06,5.61,1421
AUS,"North America, Australia & New Zealand",6,2012,WVS,H002_01,15.03,1456
AUS,"North America, Australia & New Zealand",6,2012,WVS,H002_02,18.7,1451
AUS,"North America, Australia & New Zealand",6,2012,WVS,H002_03,3.28,1446
AUS,"North America, Australia & New Zealand",6,2012,WVS,H002_04,8.17,1449
AUS,"North America, Australia & New Zealand",6,2012,WVS,H002_05,9.6,1448
AUS,"North America, Australia & New Zealand",6,2012,WVS,C002,50.99,1459
AUS,"North America, Australia & New Zealand",6,2012,WVS,C001,6.99,1458
AUS,"North America, Australia & New Zealand",6,2012,WVS,G007_36_B,29.74,1428
AUS,"North America, Australia & New Zealand",6,2012,WVS,G007_35_B,32.69,1415
AUS,"North America, Australia & New Zealand",6,2012,WVS,G007_34_B,54.95,1429
AUS,"North America, Australia & New Zealand",6,2012,WVS,G007_18_B,23.69,1436
AUS,"North America, Australia & New Zealand",6,2012,WVS,G006,95.99,1469
AUS,"North America, Australia & New Zealand",6,2012,WVS,A035,86.34,1477
AUS,"North America, Australia & New Zealand",6,2012,WVS,A165,51.81,1466
AUS,"North America, Australia & New Zealand",6,2012,WVS,A124_02,4.98,1477
AUS,"North America, Australia & New Zealand",6,2012,WVS,A124_06,10.55,1477
AUS,"North America, Australia & New Zealand",7,2018,WVS,H002_01,26.42,1789
AUS,"North America, Australia & New Zealand",7,2018,WVS,H002_02,25.18,1785
AUS,"North America, Australia & New Zealand",7,2018,WVS,H002_03,7.16,1768
AUS,"North America, Australia & New Zealand",7,2018,WVS,H002_04,17.79,1782
AUS,"North America, Australia & New Zealand",7,2018,WVS,H002_05,20.77,1761
AUS,"North America, Australia & New Zealand",7,2018,WVS,C002,50.36,1794
AUS,"North America, Australia & New Zealand",7,2018,WVS,C002_01,50.36,1794
AUS,"North America, Australia & New Zealand",7,2018,WVS,C001,6.78,1801
AUS,"North America, Australia & New Zealand",7,2018,WVS,C001_01,6.78,1801
AUS,"North America, Australia & New Zealand",7,2018,WVS,E143,48.11,1793
AUS,"North America, Australia & New Zealand",7,2018,WVS,G052,41.52,1776
AUS,"North America, Australia & New Zealand",7,2018,WVS,G007_36_B,24.19,1775
AUS,"North America, Australia & New Zealand",7,2018,WVS,G007_35_B,26.75,1769
AUS,"North America, Australia & New Zealand",7,2018,WVS,G007_34_B,52.08,1792
AUS,"North America, Australia & New Zealand",7,2018,WVS,G007_18_B,19.94,1793
AUS,"North America, Australia & New Zealand",7,2018,WVS,G006,92.06,1720
AUS,"North America, Australia & New Zealand",7,2018,WVS,A035,79.71,1813
AUS,"North America, Australia & New Zealand",7,2018,WVS,A165,48.94,1792
AUS,"North America, Australia & New Zealand",7,2018,WVS,A124_02,3.85,1813
AUS,"North America, Australia & New Zealand",7,2018,WVS,A124_06,8.87,1813
AUT,Western Europe,2,1990,EVS,C002,77.73,1371
AUT,Western Europe,2,1990,EVS,C001,49.81,1350
AUT,Western Europe,2,1990,EVS,C005,17.67,1281
AUT,Western Europe,2,1990,EVS,G007_01,16.83,1382
AUT,Western Europe,2,1990,EVS,G006,92.49,1388
AUT,Western Europe,2,1990,EVS,A035,66.59,1450
AUT,Western Europe,2,1990,EVS,A165,31.63,1301
AUT,Western Europe,2,1990,EVS,A124_02,7.83,1460
AUT,Western Europe,2,1990,EVS,A124_06,20.75,1460
AUT,Western Europe,4,1999,EVS,C002,72.12,1508
AUT,Western Europe,4,1999,EVS,C001,26.66,1485
AUT,Western Europe,4,1999,EVS,E143,43.61,1483
AUT,Western Europe,4,1999,EVS,E161,15.84,1492
AUT,Western Europe,4,1999,EVS,E156,16.03,1507
AUT,Western Europe,4,1999,EVS,E154,26.63,1516
AUT,Western Europe,4,1999,EVS,E157,8.02,1496
AUT,Western Europe,4,1999,EVS,E158,17.15,1480
AUT,Western Europe,4,1999,EVS,G007_01,5.21,1467
AUT,Western Europe,4,1999,EVS,G006,91.27,1451
AUT,Western Europe,4,1999,EVS,A035,71.41,1521
AUT,Western Europe,4,1999,EVS,A165,33.87,1415
AUT,Western Europe,4,1999,EVS,A124_02,6.73,1522
AUT,Western Europe,4,1999,EVS,A124_06,12.2,1522
AUT,Western Europe,5,2008,EVS,C002,65.73,1499
AUT,Western Europe,5,2008,EVS,C001,20.84,1487
AUT,Western Europe,5,2008,EVS,E143,48.31,1459
AUT,Western Europe,5,2008,EVS,G038,48.3,1496
AUT,Western Europe,5,2008,EVS,G040,68.48,1494
AUT,Western Europe,5,2008,EVS,G041,67.43,1481
AUT,Western Europe,5,2008,EVS,G043,32.92,1478
AUT,Western Europe,5,2008,EVS,E161,14.63,1500
AUT,Western Europe,5,2008,EVS,E156,16.92,1504
AUT,Western Europe,5,2008,EVS,E154,25.03,1506
AUT,Western Europe,5,2008,EVS,E157,11.83,1502
AUT,Western Europe,5,2008,EVS,E158,15.59,1498
AUT,Western Europe,5,2008,EVS,G033,72.71,1497
AUT,Western Europe,5,2008,EVS,G034,94.41,1496
AUT,Western Europe,5,2008,EVS,G035,50.69,1499
AUT,Western Europe,5,2008,EVS,G036,94.78,1506
AUT,Western Europe,5,2008,EVS,G006,89.44,1416
AUT,Western Europe,5,2008,EVS,A035,68.22,1493
AUT,Western Europe,5,2008,EVS,A165,36.36,1452
AUT,Western Europe,5,2008,EVS,A124_02,17.84,1476
AUT,Western Europe,5,2008,EVS,A124_06,23.53,1466
AUT,Western Europe,7,2018,EVS,C002,51.64,1617
AUT,Western Europe,7,2018,EVS,C002_01,51.64,1617
AUT,Western Europe,7,2018,EVS,C001,13.75,1629
AUT,Western Europe,7,2018,EVS,C001_01,13.75,1629
AUT,Western Europe,7,2018,EVS,G052,34.11,1628
AUT,Western Europe,7,2018,EVS,G038,32.17,1614
AUT,Western Europe,7,2018,EVS,G040,68.72,1633
AUT,Western Europe,7,2018,EVS,G041,69.91,1631
AUT,Western Europe,7,2018,EVS,G043,26.8,1587
AUT,Western Europe,7,2018,EVS,E161,35.79,1632
AUT,Western Europe,7,2018,EVS,E156,70.22,1639
AUT,Western Europe,7,2018,EVS,E154,72.55,1640
AUT,Western Europe,7,2018,EVS,E157,49.25,1631
AUT,Western Europe,7,2018,EVS,E158,46.24,1613
AUT,Western Europe,7,2018,EVS,G007_36_B,40.81,1443
AUT,Western Europe,7,2018,EVS,G007_35_B,42.58,1421
AUT,Western Europe,7,2018,EVS,G007_34_B,59.56,1574
AUT,Western Europe,7,2018,EVS,G007_18_B,16.37,1627
AUT,Western Europe,7,2018,EVS,G033,53.31,1632
AUT,Western Europe,7,2018,EVS,G034,94.93,1640
AUT,Western Europe,7,2018,EVS,G035,39.11,1637
AUT,Western Europe,7,2018,EVS,G036,95.54,1641
AUT,Western Europe,7,2018,EVS,G006,91.37,1491
AUT,Western Europe,7,2018,EVS,A035,73.96,1636
AUT,Western Europe,7,2018,EVS,A165,51.19,1595
AUT,Western Europe,7,2018,EVS,A124_02,8.22,1588
AUT,Western Europe,7,2018,EVS,A124_06,18.12,1588
AZE,Eastern Europe & Central Asia,3,1997,WVS,C002,85.59,1929
AZE,Eastern Europe & Central Asia,3,1997,WVS,C001,63.62,1935
AZE,Eastern Europe & Central Asia,3,1997,WVS,E143,21.83,1915
AZE,Eastern Europe & Central Asia,3,1997,WVS,G006,94.55,1980
AZE,Eastern Europe & Central Asia,3,1997,WVS,A035,59.14,2002
AZE,Eastern Europe & Central Asia,3,1997,WVS,A165,20.53,1895
AZE,Eastern Europe & Central Asia,3,1997,WVS,A124_02,12.24,2002
AZE,Eastern Europe & Central Asia,3,1997,WVS,A124_06,19.88,2002
AZE,Eastern Europe & Central Asia,6,2011,WVS,H002_01,6.37,983
AZE,Eastern Europe & Central Asia,6,2011,WVS,H002_02,6.29,993
AZE,Eastern Europe & Central Asia,6,2011,WVS,H002_03,3.82,988
AZE,Eastern Europe & Central Asia,6,2011,WVS,H002_04,1.14,979
AZE,Eastern Europe & Central Asia,6,2011,WVS,H002_05,3.96,984
AZE,Eastern Europe & Central Asia,6,2011,WVS,C002,85.97,1002
AZE,Eastern Europe & Central Asia,6,2011,WVS,C001,78.57,1002
AZE,Eastern Europe & Central Asia,6,2011,WVS,G007_36_B,71.65,952
AZE,Eastern Europe & Central Asia,6,2011,WVS,G007_35_B,66.08,950
AZE,Eastern Europe & Central Asia,6,2011,WVS,G007_34_B,89.37,969
AZE,Eastern Europe & Central Asia,6,2011,WVS,G007_18_B,48.66,997
AZE,Eastern Europe & Central Asia,6,2011,WVS,G006,92.3,1002
AZE,Eastern Europe & Central Asia,6,2011,WVS,A035,71.74,1002
AZE,Eastern Europe & Central Asia,6,2011,WVS,A165,15.28,973
AZE,Eastern Europe & Central Asia,6,2011,WVS,A124_02,58.1,1002
AZE,Eastern Europe & Central Asia,6,2011,WVS,A124_06,40.59,1002
