id,name,occupation,hpi,birthyear,iso3,gdp_birth,gender,alive,dominio
16743,Karl Marx,ECONOMIST,92.238114,1818.0,DEU,1867.8699,M,False,Humanidades
15641,Joseph Stalin,POLITICIAN,92.218344,1879.0,GEO,9456.0,M,False,Poder y figuras públicas
18945005,Akbar,POLITICIAN,92.192552,1542.0,PAK,1025.0,M,False,Poder y figuras públicas
8169,Dante Alighieri,WRITER,92.127164,1265.0,ITA,2385.938971586207,M,False,Humanidades
25525,René Descartes,PHILOSOPHER,92.123398,1596.0,FRA,1508.5372,M,False,Humanidades
1130,Avicenna,PHILOSOPHER,92.047737,980.0,UZB,8125.0,M,False,Humanidades
1273,Augustus,POLITICIAN,92.030619,-63.0,ITA,1407.0,M,False,Poder y figuras públicas
12281,Gottfried Wilhelm Leibniz,MATHEMATICIAN,91.998728,1646.0,DEU,1598.1448,M,False,Ciencia y tecnología
21473,Nikola Tesla,INVENTOR,91.899779,1856.0,HRV,2738.0,M,False,Ciencia y tecnología
65119,Laozi,PHILOSOPHER,91.854157,-604.0,CHN,1225.107,M,False,Humanidades
125248,"Charles, Prince of Wales",NOBLEMAN,91.702925,1948.0,GBR,10753.0,M,True,Poder y figuras públicas
24176,Pablo Picasso,PAINTER,91.682523,1881.0,ESP,2534.7085,M,False,Artes y espectáculo
29778,Thomas Edison,INVENTOR,91.648295,1847.0,USA,3618.964,M,False,Ciencia y tecnología
26992,Suleiman the Magnificent,POLITICIAN,91.578159,1494.0,TUR,769.56,M,False,Poder y figuras públicas
15179,Indira Gandhi,POLITICIAN,91.535997,1917.0,IND,1111.0,F,False,Poder y figuras públicas
11015252,Vladimir Lenin,POLITICIAN,91.505855,1870.0,RUS,788.6952,M,False,Poder y figuras públicas
8145410,Charles Darwin,BIOLOGIST,91.477466,1809.0,GBR,3309.0,M,False,Ciencia y tecnología
6125,Carl Friedrich Gauss,MATHEMATICIAN,91.437654,1777.0,DEU,1782.3582,M,False,Ciencia y tecnología
26983,Saladin,POLITICIAN,91.362265,1138.0,IRQ,1101.84,M,False,Poder y figuras públicas
24140,Paul the Apostle,RELIGIOUS FIGURE,91.310156,5.0,TUR,896.4834834834835,M,False,Poder y figuras públicas
15941,Jean-Jacques Rousseau,PHILOSOPHER,91.26782,1712.0,CHE,2332.4079383783783,M,False,Humanidades
1329090,Mustafa Kemal Atatürk,POLITICIAN,91.263332,1881.0,GRC,1970.0,M,False,Poder y figuras públicas
20754760,Kublai Khan,POLITICIAN,91.150456,1215.0,CHN,1239.0136200000002,M,False,Poder y figuras públicas
26743,Sigmund Freud,PSYCHOLOGIST,91.086093,1856.0,CZE,8748.0,M,False,Humanidades
45080,Vasco da Gama,EXPLORER,91.063575,1460.0,PRT,1266.231874296926,M,False,Negocios y exploración
4068,Blaise Pascal,MATHEMATICIAN,91.038048,1623.0,FRA,1568.0293,M,False,Ciencia y tecnología
16509,Joan of Arc,MILITARY PERSONNEL,91.024858,1412.0,FRA,1574.7443,F,False,Poder y figuras públicas
1425,Antonio Vivaldi,COMPOSER,91.000281,1678.0,ITA,2435.363398,M,False,Artes y espectáculo
44525,Raphael,PAINTER,90.992706,1483.0,ITA,2542.201684,M,False,Artes y espectáculo
99598,Qin Shi Huang,POLITICIAN,90.986823,-258.0,CHN,1225.107,M,False,Poder y figuras públicas
19242322,Johann Wolfgang von Goethe,WRITER,90.964463,1749.0,DEU,1738.2495,M,False,Humanidades
39034,J. Robert Oppenheimer,PHYSICIST,90.850395,1904.0,USA,8663.658,M,False,Ciencia y tecnología
19085400,Saint Joseph,RELIGIOUS FIGURE,90.76426,-100.0,ISR,1116.0,M,False,Poder y figuras públicas
25439083,Timur,MILITARY PERSONNEL,90.736364,1336.0,UZB,8125.0,M,False,Poder y figuras públicas
63747,Muhammad Ali,BOXER,90.722483,1942.0,USA,14869.861,M,False,Deportes
46755,George VI,POLITICIAN,90.708824,1895.0,GBR,6996.0,M,False,Poder y figuras públicas
15872,J. R. R. Tolkien,WRITER,90.692073,1892.0,ZAF,1860.0,M,False,Humanidades
51695,Franz Joseph I of Austria,POLITICIAN,90.65352,1830.0,AUT,2230.0,M,False,Poder y figuras públicas
3408,Baruch Spinoza,PHILOSOPHER,90.634718,1632.0,NLD,3853.8325,M,False,Humanidades
649861,Muhammad ibn Musa al-Khwarizmi,MATHEMATICIAN,90.618711,780.0,TKM,7693.0,M,False,Ciencia y tecnología
4254144,Rembrandt,PAINTER,90.589138,1606.0,NLD,3622.1033,M,False,Artes y espectáculo
15745,Johannes Gutenberg,INVENTOR,90.576334,1394.0,DEU,1755.9738,M,False,Ciencia y tecnología
51271,Louis XVI of France,POLITICIAN,90.497115,1754.0,FRA,1819.1097,M,False,Poder y figuras públicas
21492751,Nelson Mandela,SOCIAL ACTIVIST,90.452698,1918.0,ZAF,1854.0,M,False,Poder y figuras públicas
21444,Niccolò Machiavelli,PHILOSOPHER,90.446188,1469.0,ITA,2536.859816,M,False,Humanidades
1623,Andrew Jackson,POLITICIAN,90.44513,1767.0,USA,2324.452450909091,M,False,Poder y figuras públicas
2030,Augustine of Hippo,PHILOSOPHER,90.392851,354.0,DZA,685.0,M,False,Humanidades
9549,Edgar Allan Poe,WRITER,90.352532,1809.0,USA,2652.1929,M,False,Humanidades
11319,Francis Bacon,PHILOSOPHER,90.320483,1561.0,GBR,1778.0,M,False,Humanidades
13486,Hippocrates,PHYSICIAN,90.189807,-460.0,GRC,1275.0,M,False,Ciencia y tecnología
10671,Friedrich Nietzsche,PHILOSOPHER,90.16915,1844.0,DEU,2139.2788,M,False,Humanidades
5233,Carl Linnaeus,BIOLOGIST,90.163455,1707.0,SWE,1846.0,M,False,Ciencia y tecnología
13550,Hans Christian Andersen,WRITER,90.135241,1805.0,DNK,2031.0,M,False,Humanidades
13574,Herodotus,HISTORIAN,90.059145,-484.0,TUR,897.0,M,False,Humanidades
32817,Vladimir Putin,POLITICIAN,90.032129,1952.0,RUS,3686.9172,M,True,Poder y figuras públicas
9331,Euclid,MATHEMATICIAN,90.017429,-350.0,EGY,1116.0,M,False,Ciencia y tecnología
1436,Abraham,RELIGIOUS FIGURE,89.989718,-1813.0,IRQ,1116.0,M,False,Poder y figuras públicas
40112,Salvador Dalí,PAINTER,89.927535,1904.0,ESP,2657.0789,M,False,Artes y espectáculo
7426,Charles I of England,POLITICIAN,89.903293,1600.0,GBR,1691.0,M,False,Poder y figuras públicas
5142,Charlie Chaplin,ACTOR,89.85111,1889.0,GBR,6876.0,M,False,Artes y espectáculo
5314,Charlemagne,POLITICIAN,89.850895,748.0,DEU,1755.9738,M,False,Poder y figuras públicas
46823,George V,POLITICIAN,89.84692,1865.0,GBR,5333.0,M,False,Poder y figuras públicas
269055,James VI and I,POLITICIAN,89.82762,1566.0,GBR,2056.0,M,False,Poder y figuras públicas
18622119,Leo Tolstoy,WRITER,89.816152,1828.0,RUS,754.45245,M,False,Humanidades
24027,Pope John Paul I,RELIGIOUS FIGURE,89.796278,1912.0,ITA,3875.0,M,False,Poder y figuras públicas
44324,Commodus,POLITICIAN,89.793216,161.0,ITA,1530.9163255172414,M,False,Poder y figuras públicas
17949,Fibonacci,MATHEMATICIAN,89.73783,1170.0,ITA,2312.363653310345,M,False,Ciencia y tecnología
12153654,Elizabeth II,NOBLEMAN,89.722891,1926.0,GBR,7868.0,F,False,Poder y figuras públicas
46721,Edward VII,NOBLEMAN,89.683388,1841.0,GBR,3894.0,M,False,Poder y figuras públicas
10245,Edward VI of England,POLITICIAN,89.666344,1537.0,GBR,1758.0,M,False,Poder y figuras públicas
10858,Franz Kafka,WRITER,89.623495,1883.0,CZE,8748.0,M,False,Humanidades
153029,Empress Elisabeth of Austria,COMPANION,89.609516,1837.0,DEU,2169.2285,F,False,Poder y figuras públicas
42146,Victor Hugo,WRITER,89.524004,1802.0,FRA,1583.4694,M,False,Humanidades
2402,Albrecht Dürer,PAINTER,89.518004,1471.0,DEU,1755.9738,M,False,Artes y espectáculo
54520372,Pope Leo XIV,RELIGIOUS FIGURE,89.517077,1955.0,USA,17370.0,M,True,Poder y figuras públicas
19046,Mehmed the Conqueror,POLITICIAN,89.488811,1432.0,TUR,774.2941176470588,M,False,Poder y figuras públicas
32375,Voltaire,WRITER,89.440108,1694.0,FRA,1623.4886,M,False,Humanidades
22505048,Huang Xianfan,POLITICIAN,89.402982,1899.0,CHN,971.2,M,False,Poder y figuras públicas
28329,Solomon,RELIGIOUS FIGURE,89.396238,-1011.0,,,M,False,Poder y figuras públicas
24503,Pyotr Ilyich Tchaikovsky,COMPOSER,89.387958,1840.0,RUS,754.45245,M,False,Artes y espectáculo
15600,James Joyce,WRITER,89.382366,1882.0,IRL,3256.5348837209303,M,False,Humanidades
26984,Sophocles,WRITER,89.315575,-497.0,GRC,1275.0,M,False,Humanidades
405374,Ali,RELIGIOUS FIGURE,89.311042,601.0,SAU,797.0,M,False,Poder y figuras públicas
33521,William McKinley,POLITICIAN,89.291251,1843.0,USA,3274.423,M,False,Poder y figuras públicas
12958,Giuseppe Verdi,COMPOSER,89.275173,1813.0,ITA,2501.3743,M,False,Artes y espectáculo
80756,Umar,POLITICIAN,89.271625,585.0,SAU,797.0,M,False,Poder y figuras públicas
41906,Al Pacino,ACTOR,89.265453,1940.0,USA,12005.095,M,True,Artes y espectáculo
17740,Louis Pasteur,CHEMIST,89.243402,1822.0,FRA,1874.7687,M,False,Ciencia y tecnología
15736,Johannes Kepler,ASTRONOMER,89.23672,1571.0,DEU,1439.6359,M,False,Ciencia y tecnología
18835362,Edward VIII,POLITICIAN,89.233375,1894.0,GBR,6851.0,M,False,Poder y figuras públicas
61404,Sylvester Stallone,ACTOR,89.20221,1946.0,USA,14822.467,M,True,Artes y espectáculo
43373,Clint Eastwood,ACTOR,89.198867,1930.0,USA,10694.982,M,True,Artes y espectáculo
31752,Ulysses S. Grant,POLITICIAN,89.191514,1822.0,USA,2791.0376,M,False,Poder y figuras públicas
162276,Frida Kahlo,PAINTER,89.132086,1907.0,MEX,2232.0,F,False,Artes y espectáculo
42029,George III of the United Kingdom,POLITICIAN,89.109362,1738.0,GBR,2619.0,M,False,Poder y figuras públicas
19718837,Kim Il-sung,POLITICIAN,89.104371,1912.0,KOR,1090.4381,M,False,Poder y figuras públicas
31663669,Andrew the Apostle,RELIGIOUS FIGURE,89.095843,-6.0,,,M,False,Poder y figuras públicas
1715,Abu Bakr,RELIGIOUS FIGURE,89.080528,573.0,SAU,797.0,M,False,Poder y figuras públicas
16125,John the Baptist,RELIGIOUS FIGURE,89.066705,-20.0,ISR,1116.0,M,False,Poder y figuras públicas
30072,Thales of Miletus,PHILOSOPHER,89.063814,-623.0,TUR,897.0,M,False,Humanidades
13792,Heraclitus,PHILOSOPHER,89.053221,-535.0,TUR,897.0,M,False,Humanidades
7236,Constantine the Great,POLITICIAN,89.004717,272.0,SRB,2032.0,M,False,Poder y figuras públicas
8551,David,POLITICIAN,88.963352,-1010.0,,,M,False,Poder y figuras públicas
12775,George Frideric Handel,COMPOSER,88.946267,1685.0,DEU,1644.4595,M,False,Artes y espectáculo
4380457,Lady Jane Grey,NOBLEMAN,88.923417,1537.0,GBR,1758.0,F,False,Poder y figuras públicas
19763,Martin Van Buren,POLITICIAN,88.885885,1782.0,USA,2454.41664,M,False,Poder y figuras públicas
851,Alfred Nobel,CHEMIST,88.857231,1833.0,SWE,1503.0,M,False,Ciencia y tecnología
7412236,Steve Jobs,DESIGNER,88.843294,1955.0,USA,17370.0,M,False,Artes y espectáculo
30437,Tutankhamun,RELIGIOUS FIGURE,88.82473,-1341.0,EGY,1116.0,M,False,Poder y figuras públicas
15777,Joseph Goebbels,POLITICIAN,88.80714,1897.0,DEU,4423.0,M,False,Poder y figuras públicas
444222,Narendra Modi,POLITICIAN,88.805741,1950.0,IND,987.0,M,True,Poder y figuras públicas
5043192,Hillary Clinton,POLITICIAN,88.790391,1947.0,USA,14311.547,F,True,Poder y figuras públicas
33265,Winston Churchill,POLITICIAN,88.760654,1874.0,GBR,5874.0,M,False,Poder y figuras públicas
21490957,Thomas Aquinas,PHILOSOPHER,88.704528,1225.0,ITA,2354.9598902068965,M,False,Humanidades
19527,Mao Zedong,POLITICIAN,88.699607,1893.0,CHN,966.4,M,False,Poder y figuras públicas
6548,Claude Monet,PAINTER,88.693795,1840.0,FRA,2275.7524,M,False,Artes y espectáculo
22416,Otto von Bismarck,POLITICIAN,88.6672,1815.0,DEU,1917.8317,M,False,Poder y figuras públicas
46688,Charles II of England,POLITICIAN,88.621859,1630.0,GBR,1416.0,M,False,Poder y figuras públicas
12963,Giordano Bruno,ASTRONOMER,88.5725,1548.0,ITA,2352.79686,M,False,Ciencia y tecnología
19318,Marilyn Monroe,ACTOR,88.568268,1926.0,USA,11647.768,F,False,Artes y espectáculo
50614,Pope Leo XIII,RELIGIOUS FIGURE,88.506574,1810.0,ITA,2509.8535,M,False,Poder y figuras públicas
16142,James Watt,INVENTOR,88.472754,1736.0,GBR,2745.0,M,False,Ciencia y tecnología
50450,"Wilhelm II, German Emperor",POLITICIAN,88.469406,1859.0,DEU,2495.0,M,False,Poder y figuras públicas
1006,Aaron,RELIGIOUS FIGURE,88.466263,-1396.0,JOR,1116.0,M,False,Poder y figuras públicas
234264,Diogenes,PHILOSOPHER,88.38345,-404.0,TUR,897.0,M,False,Humanidades
16118,Jacob,RELIGIOUS FIGURE,88.371536,-1653.0,,,M,False,Poder y figuras públicas
46684,"Anne, Queen of Great Britain",POLITICIAN,88.36686,1665.0,GBR,1907.0,F,False,Poder y figuras públicas
19283178,Benito Mussolini,POLITICIAN,88.359481,1883.0,ITA,2942.0,M,False,Poder y figuras públicas
19376148,Stephen Hawking,PHYSICIST,88.355359,1942.0,GBR,12176.0,M,False,Ciencia y tecnología
10152,Erasmus,PHILOSOPHER,88.327985,1466.0,NLD,2338.681,M,False,Humanidades
15770,Jules Verne,WRITER,88.316842,1828.0,FRA,1896.1698,M,False,Humanidades
20672,Matthew the Apostle,RELIGIOUS FIGURE,88.309779,10.0,ISR,1131.580297588507,M,False,Poder y figuras públicas
16094,Joseph Haydn,COMPOSER,88.300946,1732.0,AUT,1941.0,M,False,Artes y espectáculo
16550,"John, King of England",POLITICIAN,88.293996,1166.0,GBR,1262.3253968253969,M,False,Poder y figuras públicas
21463370,Peter Paul Rubens,PAINTER,88.287702,1577.0,DEU,1594.6825,M,False,Artes y espectáculo
12598,Georg Wilhelm Friedrich Hegel,PHILOSOPHER,88.268419,1770.0,DEU,1709.996,M,False,Humanidades
146803,Leif Erikson,EXPLORER,88.249918,970.0,ISL,1563.4025,M,False,Negocios y exploración
6046,Cicero,POLITICIAN,88.192811,-106.0,ITA,1407.0,M,False,Poder y figuras públicas
54938,Saint Nicholas,RELIGIOUS FIGURE,88.169797,270.0,TUR,862.2642642642643,M,False,Poder y figuras públicas
25452,Richard Wagner,COMPOSER,88.149684,1813.0,DEU,1763.2545,M,False,Artes y espectáculo
16912,Karl Benz,INVENTOR,88.122518,1844.0,DEU,2139.2788,M,False,Ciencia y tecnología
26284,Richard III of England,POLITICIAN,88.097385,1452.0,GBR,1663.0,M,False,Poder y figuras públicas
21552009,Aisha,COMPANION,88.085506,605.0,SAU,797.0,F,False,Poder y figuras públicas
32359,Virgil,WRITER,88.04934,-70.0,ITA,1407.0,M,False,Humanidades
24028,Pope Paul VI,RELIGIOUS FIGURE,88.004539,1897.0,ITA,3158.0,M,False,Poder y figuras públicas
40501,Cnut the Great,POLITICIAN,87.994643,995.0,DNK,2031.0,M,False,Poder y figuras públicas
23807,Pope John XXIII,RELIGIOUS FIGURE,87.979994,1881.0,ITA,2880.0,M,False,Poder y figuras públicas
46289,Xerxes I,POLITICIAN,87.972897,-519.0,IRN,1116.0,M,False,Poder y figuras públicas
30172853,Nicholas II of Russia,POLITICIAN,87.9644,1868.0,RUS,614.81757,M,False,Poder y figuras públicas
16143,John Locke,PHILOSOPHER,87.943282,1632.0,GBR,1630.0,M,False,Humanidades
24953,Pelé,SOCCER PLAYER,87.929438,1940.0,BRA,1610.0,M,False,Deportes
143102,Saint Anne,RELIGIOUS FIGURE,87.928764,-100.0,,,F,False,Poder y figuras públicas
13765,Henry Kissinger,POLITICIAN,87.91599,1923.0,DEU,4383.0,M,False,Poder y figuras públicas
307,Abraham Lincoln,POLITICIAN,87.871169,1809.0,USA,2652.1929,M,False,Poder y figuras públicas
51465,Molière,WRITER,87.832436,1622.0,FRA,1777.3511,M,False,Humanidades
974,Ada Lovelace,MATHEMATICIAN,87.828671,1815.0,GBR,3489.0,F,False,Ciencia y tecnología
15980,James K. Polk,POLITICIAN,87.824384,1795.0,USA,2520.1904,M,False,Poder y figuras públicas
47387,William III of England,POLITICIAN,87.80887,1650.0,NLD,4316.3994,M,False,Poder y figuras públicas
44888,Franz Schubert,COMPOSER,87.804734,1797.0,AUT,1941.0,M,False,Artes y espectáculo
11638,Francis of Assisi,RELIGIOUS FIGURE,87.803789,1182.0,ITA,2321.657377724138,M,False,Poder y figuras públicas
5243711,James II of England,POLITICIAN,87.786515,1633.0,GBR,1501.0,M,False,Poder y figuras públicas
23808,Pope Pius XII,RELIGIOUS FIGURE,87.713213,1876.0,ITA,2662.0,M,False,Poder y figuras públicas
23867,Pompey,POLITICIAN,87.680662,-106.0,ITA,1407.0,M,False,Poder y figuras públicas
47118,Darius the Great,POLITICIAN,87.661483,-550.0,GEO,9456.0,M,False,Poder y figuras públicas
26940,Steven Spielberg,FILM DIRECTOR,87.650308,1946.0,USA,14822.467,M,True,Artes y espectáculo
20979,Mikhail Gorbachev,POLITICIAN,87.633594,1931.0,RUS,1411.7631,M,False,Poder y figuras públicas
19444,Miguel de Cervantes,WRITER,87.600783,1547.0,ESP,1623.0813,M,False,Humanidades
17902,Leonhard Euler,MATHEMATICIAN,87.598203,1707.0,CHE,2328.385705945946,M,False,Ciencia y tecnología
154099,Kim Jong-il,POLITICIAN,87.592741,1941.0,RUS,2358.2986,M,False,Poder y figuras públicas
8239846,Bob Marley,MUSICIAN,87.583999,1945.0,JAM,2363.0,M,False,Artes y espectáculo
7018,Caravaggio,PAINTER,87.569806,1571.0,ITA,2421.24544,M,False,Artes y espectáculo
9288,Elvis Presley,SINGER,87.567078,1935.0,USA,9680.839,M,False,Artes y espectáculo
29010,Saint George,RELIGIOUS FIGURE,87.566888,280.0,TUR,860.9729729729729,M,False,Poder y figuras públicas
54161,Pope Pius IX,RELIGIOUS FIGURE,87.553839,1792.0,ITA,2509.811068,M,False,Poder y figuras públicas
700,Arthur Schopenhauer,PHILOSOPHER,87.545901,1788.0,POL,964.0,M,False,Humanidades
70716,"Charles V, Holy Roman Emperor",POLITICIAN,87.504983,1500.0,BEL,2338.0,M,False,Poder y figuras públicas
54956,Montesquieu,PHILOSOPHER,87.458679,1689.0,FRA,1940.819,M,False,Humanidades
841,Attila,POLITICIAN,87.44361,406.0,GEO,9456.0,M,False,Poder y figuras públicas
48449,Maria Theresa,POLITICIAN,87.442359,1717.0,AUT,1941.0,F,False,Poder y figuras públicas
45109,Marie Antoinette,NOBLEMAN,87.432521,1755.0,AUT,1941.0,F,False,Poder y figuras públicas
10868,Francisco Goya,PAINTER,87.420285,1746.0,ESP,1281.2157,M,False,Artes y espectáculo
22492,Osman I,POLITICIAN,87.413342,1254.0,TUR,743.0,M,False,Poder y figuras públicas
20155,Marcus Aurelius,POLITICIAN,87.407101,121.0,ITA,1499.937244137931,M,False,Poder y figuras públicas
23860776,Maximilien Robespierre,POLITICIAN,87.36552,1758.0,FRA,1837.1747,M,False,Poder y figuras públicas
38172,Igor Stravinsky,COMPOSER,87.341769,1882.0,RUS,760.0434,M,False,Artes y espectáculo
65174,Gustav Mahler,COMPOSER,87.33796,1860.0,CZE,8748.0,M,False,Artes y espectáculo
16340,Jean-Paul Sartre,WRITER,87.30843,1905.0,FRA,4613.0,M,False,Humanidades
43311,Johannes Vermeer,PAINTER,87.283715,1632.0,NLD,3853.8325,M,False,Artes y espectáculo
90050,Nefertiti,COMPANION,87.277672,-1400.0,EGY,1116.0,F,False,Poder y figuras públicas
30273,T. S. Eliot,WRITER,87.250598,1888.0,USA,6447.284,M,False,Humanidades
73515,Sandro Botticelli,PAINTER,87.241949,1445.0,ITA,2525.344837793104,M,False,Artes y espectáculo
159784,Musa I of Mali,POLITICIAN,87.240181,1280.0,MLI,728.0,M,False,Poder y figuras públicas
19455,Max Weber,SOCIOLOGIST,87.200806,1864.0,DEU,2837.0,M,False,Humanidades
34226,Yuri Gagarin,ASTRONAUT,87.192296,1934.0,RUS,1696.5791,M,False,Ciencia y tecnología
70843,Hafez al-Assad,POLITICIAN,87.192233,1930.0,SYR,2883.4054054054054,M,False,Poder y figuras públicas
21632,Nero,POLITICIAN,87.187992,37.0,ITA,1434.8811732413792,M,False,Poder y figuras públicas
9779,Edvard Munch,PAINTER,87.1676,1863.0,NOR,1959.0,M,False,Artes y espectáculo
61325,Wilhelm Röntgen,PHYSICIST,87.145968,1845.0,DEU,2158.174,M,False,Ciencia y tecnología
6860726,Jack the Ripper,EXTREMIST,87.136732,1850.0,,,M,False,Poder y figuras públicas
21486576,Giuseppe Garibaldi,POLITICIAN,87.086686,1807.0,FRA,1812.0725,M,False,Poder y figuras públicas
23979,Ptolemy,ASTRONOMER,87.069373,100.0,EGY,1122.5185185185185,M,False,Ciencia y tecnología
11551,"Francis II, Holy Roman Emperor",POLITICIAN,87.047868,1768.0,ITA,2495.565916,M,False,Poder y figuras públicas
46858,Henry VI of England,POLITICIAN,87.028624,1421.0,GBR,1661.0,M,False,Poder y figuras públicas
42068,Freddie Mercury,MUSICIAN,87.001642,1946.0,TZA,676.0,M,False,Artes y espectáculo
77423,Diego Velázquez,PAINTER,86.972283,1599.0,ESP,1234.7247,M,False,Artes y espectáculo
54247,Louis XV of France,POLITICIAN,86.92629,1710.0,FRA,1504.354,M,False,Poder y figuras públicas
60633,Dmitri Mendeleev,CHEMIST,86.91909,1834.0,RUS,754.45245,M,False,Ciencia y tecnología
31566384,Antoni Gaudí,ARCHITECT,86.91752,1852.0,ESP,1783.8385,M,False,Otros
