iso3,region,study,wave,year,cat,pct,n
MLT,Western Europe,EVS,5,2008,extrema_derecha,28.0,1376
IRL,Western Europe,EVS,5,2008,extrema_derecha,28.6,794
BLR,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,29.3,1379
FRA,Western Europe,EVS,5,2008,extrema_derecha,29.3,1480
SVN,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,29.7,1300
SVK,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,29.8,1368
GBR,Western Europe,EVS,5,2009,extrema_derecha,30.3,1518
USA,"North America, Australia & New Zealand",EVS,2,1990,extrema_derecha,30.7,1839
EST,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,30.9,1412
ITA,Western Europe,EVS,5,2009,extrema_derecha,32.2,1427
NOR,Western Europe,EVS,5,2008,extrema_derecha,32.3,1078
MDA,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,32.6,1359
LTU,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,32.7,1490
MKD,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,33.4,1430
NGA,Sub-Saharan Africa,WVS,2,1990,extrema_derecha,35.7,1001
RUS,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,36.5,1344
BEL,Western Europe,EVS,5,2009,extrema_derecha,37.2,1501
CZE,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,37.5,1720
XNC,Western Europe,EVS,5,2008,extrema_derecha,39.9,485
ALB,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,42.8,1415
SWE,Western Europe,EVS,5,2009,extrema_derecha,45.1,1174
CHL,Latin America,WVS,2,1990,extrema_derecha,45.9,1500
ARG,Latin America,WVS,2,1991,extrema_derecha,46.0,1002
LUX,Western Europe,EVS,5,2008,extrema_derecha,50.4,1543
BGR,Eastern Europe & Central Asia,EVS,5,2008,extrema_derecha,50.9,1288
CHE,Western Europe,EVS,5,2008,extrema_derecha,57.5,1253
AUT,Western Europe,EVS,5,2008,extrema_derecha,63.0,1473
TUR,Eastern Europe & Central Asia,EVS,5,2009,extrema_derecha,63.9,2250
IND,South Asia,WVS,2,1990,extrema_derecha,65.0,2500
NLD,Western Europe,EVS,5,2008,extrema_derecha,68.4,1516
DEU,Western Europe,EVS,5,2008,extrema_derecha,71.1,1861
KOR,East Asia,WVS,2,1990,extrema_derecha,72.7,1251
JPN,East Asia,WVS,2,1990,extrema_derecha,79.0,1011
DNK,Western Europe,EVS,5,2008,extrema_izquierda,6.3,1264
GRC,Western Europe,EVS,5,2008,extrema_izquierda,7.3,1486
CYP,Western Europe,EVS,5,2008,extrema_izquierda,7.5,978
POL,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,11.0,1441
HUN,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,11.6,1504
FRA,Western Europe,EVS,5,2008,extrema_izquierda,12.8,1480
ISL,Western Europe,EVS,5,2009,extrema_izquierda,15.2,756
NOR,Western Europe,EVS,5,2008,extrema_izquierda,15.3,1078
GEO,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,16.2,1347
ESP,Western Europe,EVS,5,2008,extrema_izquierda,16.3,1458
XKS,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,17.6,1455
FIN,Western Europe,EVS,5,2009,extrema_izquierda,18.9,1088
SRB,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,19.3,1310
PRT,Western Europe,EVS,5,2008,extrema_izquierda,20.5,1485
HRV,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,21.3,1368
BIH,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,22.5,1431
GBR,Western Europe,EVS,5,2009,extrema_izquierda,24.9,1515
BEL,Western Europe,EVS,5,2009,extrema_izquierda,25.6,1501
MNE,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,25.8,1436
ROU,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,26.0,1284
CAN,"North America, Australia & New Zealand",EVS,2,1990,extrema_izquierda,27.0,1730
MLT,Western Europe,EVS,5,2008,extrema_izquierda,27.2,1377
NIR,Western Europe,EVS,5,2008,extrema_izquierda,27.3,452
SVN,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,28.8,1306
ITA,Western Europe,EVS,5,2009,extrema_izquierda,29.0,1435
UKR,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,29.1,1338
ARM,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,29.6,1377
SWE,Western Europe,EVS,5,2009,extrema_izquierda,30.0,1174
LVA,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,30.7,1424
USA,"North America, Australia & New Zealand",EVS,2,1990,extrema_izquierda,30.9,1839
BLR,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,31.2,1384
SVK,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,31.5,1370
IRL,Western Europe,EVS,5,2008,extrema_izquierda,32.4,801
EST,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,32.8,1426
MKD,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,33.7,1432
CZE,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,34.6,1721
LTU,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,34.7,1490
MDA,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,35.0,1368
LUX,Western Europe,EVS,5,2008,extrema_izquierda,37.5,1532
RUS,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,39.0,1354
XNC,Western Europe,EVS,5,2008,extrema_izquierda,40.1,483
CHE,Western Europe,EVS,5,2008,extrema_izquierda,40.4,1253
DEU,Western Europe,EVS,5,2008,extrema_izquierda,43.6,1861
ALB,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,43.7,1402
BGR,Eastern Europe & Central Asia,EVS,5,2008,extrema_izquierda,49.4,1287
AUT,Western Europe,EVS,5,2008,extrema_izquierda,49.7,1458
NLD,Western Europe,EVS,5,2008,extrema_izquierda,57.0,1507
TUR,Eastern Europe & Central Asia,EVS,5,2009,extrema_izquierda,64.5,2250
BRA,Latin America,WVS,3,1997,extremistas,15.6,1143
POL,Eastern Europe & Central Asia,WVS,3,1997,extremistas,20.7,1153
COL,Latin America,WVS,3,1997,extremistas,22.3,2996
FIN,Western Europe,WVS,3,1996,extremistas,27.4,987
ZAF,Sub-Saharan Africa,WVS,3,1996,extremistas,31.7,2935
USA,"North America, Australia & New Zealand",WVS,3,1995,extremistas,33.2,1542
MEX,Latin America,WVS,3,1996,extremistas,34.2,1510
SVK,Eastern Europe & Central Asia,WVS,3,1998,extremistas,34.6,1095
BLR,Eastern Europe & Central Asia,WVS,3,1996,extremistas,38.9,2092
BGR,Eastern Europe & Central Asia,WVS,3,1997,extremistas,39.0,1072
ESP,Western Europe,WVS,3,1995,extremistas,39.3,1211
VEN,Latin America,WVS,3,1996,extremistas,39.4,1200
HUN,Eastern Europe & Central Asia,WVS,3,1998,extremistas,39.4,650
EST,Eastern Europe & Central Asia,WVS,3,1996,extremistas,39.7,1021
PER,Latin America,WVS,4,2001,extremistas,39.7,1501
ROU,Eastern Europe & Central Asia,WVS,3,1998,extremistas,41.8,1239
CHN,East Asia,WVS,3,1995,extremistas,42.1,1500
URY,Latin America,WVS,3,1996,extremistas,42.2,1000
CZE,Eastern Europe & Central Asia,WVS,3,1998,extremistas,43.1,1147
PRI,Latin America,WVS,3,1995,extremistas,43.5,1164
PHL,Southeast Asia,WVS,3,1996,extremistas,43.7,1200
RUS,Eastern Europe & Central Asia,WVS,3,1995,extremistas,43.8,2040
DOM,Latin America,WVS,3,1996,extremistas,44.4,417
GEO,Eastern Europe & Central Asia,WVS,3,1996,extremistas,44.8,2008
AUS,"North America, Australia & New Zealand",WVS,3,1995,extremistas,45.2,2048
UKR,Eastern Europe & Central Asia,WVS,3,1996,extremistas,47.6,2811
MDA,Eastern Europe & Central Asia,WVS,3,1996,extremistas,48.1,984
NZL,"North America, Australia & New Zealand",WVS,5,2004,extremistas,48.4,954
NGA,Sub-Saharan Africa,WVS,3,1995,extremistas,48.9,1996
LVA,Eastern Europe & Central Asia,WVS,3,1996,extremistas,50.3,1200
CHL,Latin America,WVS,3,1996,extremistas,51.3,1000
MKD,Eastern Europe & Central Asia,WVS,3,1998,extremistas,51.9,995
ARG,Latin America,WVS,3,1995,extremistas,52.8,1079
LTU,Eastern Europe & Central Asia,WVS,3,1997,extremistas,53.3,1009
NOR,Western Europe,WVS,3,1996,extremistas,53.7,1127
HRV,Eastern Europe & Central Asia,WVS,3,1996,extremistas,54.6,1196
ARM,Eastern Europe & Central Asia,WVS,3,1997,extremistas,55.0,2000
SWE,Western Europe,WVS,3,1996,extremistas,55.1,1009
IND,South Asia,WVS,3,1995,extremistas,55.4,2040
SRB,Eastern Europe & Central Asia,WVS,3,1996,extremistas,56.8,1280
BIH,Eastern Europe & Central Asia,WVS,3,1998,extremistas,57.2,1200
CHE,Western Europe,WVS,3,1996,extremistas,61.4,1212
AZE,Eastern Europe & Central Asia,WVS,3,1997,extremistas,62.6,2002
TWN,East Asia,WVS,3,1998,extremistas,62.9,780
JPN,East Asia,WVS,1,1981,extremistas,64.7,1204
ALB,Eastern Europe & Central Asia,WVS,3,1998,extremistas,66.7,999
MNE,Eastern Europe & Central Asia,WVS,3,1996,extremistas,68.3,240
SVN,Eastern Europe & Central Asia,WVS,3,1995,extremistas,68.9,1007
DEU,Western Europe,WVS,3,1997,extremistas,70.5,2026
SLV,Latin America,WVS,3,1999,extremistas,70.6,1254
TUR,Eastern Europe & Central Asia,WVS,3,1996,extremistas,72.3,1907
MAR,Middle East & North Africa,WVS,4,2001,extremistas,78.8,1251
BGD,South Asia,WVS,3,1996,extremistas,81.6,1525
KOR,East Asia,WVS,3,1996,extremistas,90.2,1249
ESP,Western Europe,EVS,5,2008,familias_numerosas,1.2,1458
ISL,Western Europe,EVS,5,2009,familias_numerosas,1.8,756
GRC,Western Europe,EVS,5,2008,familias_numerosas,2.6,1491
BEL,Western Europe,EVS,5,2009,familias_numerosas,2.7,1501
FRA,Western Europe,EVS,5,2008,familias_numerosas,3.4,1480
CHE,Western Europe,EVS,5,2008,familias_numerosas,4.2,1253
DNK,Western Europe,EVS,5,2008,familias_numerosas,4.2,1264
ARG,Latin America,WVS,2,1991,familias_numerosas,4.6,1002
HUN,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,4.7,1504
CYP,Western Europe,EVS,5,2008,familias_numerosas,5.4,994
NOR,Western Europe,EVS,5,2008,familias_numerosas,5.5,1078
SVK,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,5.5,1427
JPN,East Asia,WVS,2,1990,familias_numerosas,5.7,1011
BRA,Latin America,WVS,2,1991,familias_numerosas,6.0,1782
SWE,Western Europe,EVS,5,2009,familias_numerosas,6.3,1174
CAN,"North America, Australia & New Zealand",EVS,2,1990,familias_numerosas,6.4,1730
IRL,Western Europe,EVS,5,2008,familias_numerosas,7.0,797
GEO,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,7.3,1478
MDA,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,7.4,1534
USA,"North America, Australia & New Zealand",EVS,2,1990,familias_numerosas,8.2,1839
DEU,Western Europe,EVS,5,2008,familias_numerosas,8.4,1861
POL,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,8.6,1452
UKR,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,8.8,1477
PRT,Western Europe,EVS,5,2008,familias_numerosas,9.7,1525
MNE,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,10.4,1448
BGR,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,10.7,1445
BIH,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,10.7,1461
LVA,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,11.0,1463
ITA,Western Europe,EVS,5,2009,familias_numerosas,11.0,1443
NIR,Western Europe,EVS,5,2008,familias_numerosas,11.4,448
FIN,Western Europe,EVS,5,2009,familias_numerosas,11.4,1088
RUS,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,11.5,1457
HRV,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,11.7,1379
GBR,Western Europe,EVS,5,2009,familias_numerosas,12.7,1531
MKD,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,13.2,1483
CHL,Latin America,WVS,2,1990,familias_numerosas,13.5,1500
NLD,Western Europe,EVS,5,2008,familias_numerosas,14.3,1524
BLR,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,14.6,1456
MLT,Western Europe,EVS,5,2008,familias_numerosas,15.2,1461
LUX,Western Europe,EVS,5,2008,familias_numerosas,15.6,1587
AUT,Western Europe,EVS,5,2008,familias_numerosas,15.8,1479
LTU,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,16.4,1490
ROU,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,17.4,1305
CHN,East Asia,WVS,2,1990,familias_numerosas,18.7,1000
SRB,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,19.5,1374
CZE,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,19.9,1736
KOR,East Asia,WVS,2,1990,familias_numerosas,20.6,1251
MEX,Latin America,WVS,2,1990,familias_numerosas,22.7,1531
EST,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,26.1,1487
XKS,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,27.0,1495
SVN,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,28.6,1346
ALB,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,31.3,1428
NGA,Sub-Saharan Africa,WVS,2,1990,familias_numerosas,33.3,1001
IND,South Asia,WVS,2,1990,familias_numerosas,35.4,2500
TUR,Eastern Europe & Central Asia,EVS,5,2009,familias_numerosas,36.1,2300
ARM,Eastern Europe & Central Asia,EVS,5,2008,familias_numerosas,43.8,1467
XNC,Western Europe,EVS,5,2008,familias_numerosas,55.8,484
IRQ,Middle East & North Africa,WVS,5,2006,franceses,89.5,2558
ALB,Eastern Europe & Central Asia,EVS,7,2018,gitanos,8.4,1425
SWE,Western Europe,EVS,7,2017,gitanos,14.0,1178
ISL,Western Europe,EVS,7,2017,gitanos,14.0,1547
FRA,Western Europe,EVS,7,2018,gitanos,22.9,1848
HRV,Eastern Europe & Central Asia,EVS,7,2017,gitanos,24.9,1386
LUX,Western Europe,EVS,5,2008,gitanos,25.3,1561
XKS,Eastern Europe & Central Asia,EVS,5,2008,gitanos,26.3,1487
AUT,Western Europe,EVS,7,2018,gitanos,26.3,1588
BEL,Western Europe,EVS,5,2009,gitanos,26.4,1501
MNE,Eastern Europe & Central Asia,EVS,7,2019,gitanos,26.9,977
SRB,Eastern Europe & Central Asia,EVS,7,2018,gitanos,28.9,1389
MKD,Eastern Europe & Central Asia,EVS,7,2019,gitanos,30.2,1020
ESP,Western Europe,EVS,7,2017,gitanos,30.4,1182
MLT,Western Europe,EVS,5,2008,gitanos,30.8,1373
DEU,Western Europe,EVS,7,2017,gitanos,30.8,2085
POL,Eastern Europe & Central Asia,EVS,7,2017,gitanos,31.6,1239
CHE,Western Europe,EVS,7,2017,gitanos,32.1,3140
GBR,Western Europe,EVS,7,2018,gitanos,33.3,1782
PRT,Western Europe,EVS,7,2020,gitanos,33.6,1183
NOR,Western Europe,EVS,7,2018,gitanos,33.9,1115
NLD,Western Europe,EVS,7,2017,gitanos,35.4,2369
DNK,Western Europe,EVS,7,2017,gitanos,35.5,3340
GRC,Western Europe,EVS,5,2008,gitanos,36.5,1476
GEO,Eastern Europe & Central Asia,EVS,7,2018,gitanos,37.4,2151
BIH,Eastern Europe & Central Asia,EVS,7,2019,gitanos,37.4,1648
FIN,Western Europe,EVS,7,2017,gitanos,40.7,1199
SVN,Eastern Europe & Central Asia,EVS,7,2017,gitanos,42.2,1038
LVA,Eastern Europe & Central Asia,EVS,7,2021,gitanos,42.5,1282
XNC,Western Europe,EVS,5,2008,gitanos,44.5,490
HUN,Eastern Europe & Central Asia,EVS,7,2018,gitanos,45.3,1490
CYP,Western Europe,EVS,5,2008,gitanos,46.0,979
ROU,Eastern Europe & Central Asia,EVS,7,2018,gitanos,47.5,1552
MDA,Eastern Europe & Central Asia,EVS,5,2008,gitanos,48.1,1532
IRL,Western Europe,EVS,5,2008,gitanos,49.2,852
EST,Eastern Europe & Central Asia,EVS,7,2018,gitanos,49.6,1239
RUS,Eastern Europe & Central Asia,EVS,7,2017,gitanos,49.7,1825
ARM,Eastern Europe & Central Asia,EVS,7,2018,gitanos,52.5,1465
UKR,Eastern Europe & Central Asia,EVS,7,2020,gitanos,53.1,1471
NIR,Western Europe,EVS,5,2008,gitanos,54.8,464
BLR,Eastern Europe & Central Asia,EVS,7,2018,gitanos,54.9,1509
SVK,Eastern Europe & Central Asia,EVS,7,2017,gitanos,63.9,1393
CZE,Eastern Europe & Central Asia,EVS,7,2017,gitanos,64.1,1650
ITA,Western Europe,EVS,7,2018,gitanos,64.8,2175
BGR,Eastern Europe & Central Asia,EVS,7,2017,gitanos,67.0,1409
TUR,Eastern Europe & Central Asia,EVS,5,2009,gitanos,67.3,2279
AZE,Eastern Europe & Central Asia,EVS,7,2018,gitanos,69.4,1653
LTU,Eastern Europe & Central Asia,EVS,7,2018,gitanos,76.8,1346
IND,South Asia,WVS,2,1990,hindues,2.2,2500
ARG,Latin America,WVS,2,1991,hindues,3.2,1002
FIN,Western Europe,EVS,2,1990,hindues,5.8,588
DNK,Western Europe,EVS,2,1990,hindues,5.8,1030
RUS,Eastern Europe & Central Asia,WVS,2,1990,hindues,6.0,1961
USA,"North America, Australia & New Zealand",EVS,2,1990,hindues,7.1,1839
NLD,Western Europe,EVS,2,1990,hindues,7.6,1017
FRA,Western Europe,EVS,2,1990,hindues,8.0,1002
ESP,Western Europe,EVS,2,1990,hindues,8.0,2637
ISL,Western Europe,EVS,2,1990,hindues,8.1,702
MLT,Western Europe,EVS,2,1991,hindues,8.3,393
SWE,Western Europe,EVS,2,1990,hindues,8.8,1047
NIR,Western Europe,EVS,2,1990,hindues,9.2,304
IRL,Western Europe,EVS,2,1990,hindues,9.6,1000
CAN,"North America, Australia & New Zealand",EVS,2,1990,hindues,10.1,1730
AUT,Western Europe,EVS,2,1990,hindues,10.9,1460
GBR,Western Europe,EVS,4,1999,hindues,12.2,1000
CHL,Latin America,WVS,2,1990,hindues,12.9,1500
ITA,Western Europe,EVS,2,1990,hindues,13.1,2018
HUN,Eastern Europe & Central Asia,EVS,2,1991,hindues,13.5,999
MEX,Latin America,WVS,2,1990,hindues,13.8,1531
DEU,Western Europe,EVS,2,1990,hindues,13.8,3437
NOR,Western Europe,EVS,2,1990,hindues,13.9,1239
BEL,Western Europe,EVS,2,1990,hindues,16.0,2792
PRT,Western Europe,EVS,2,1990,hindues,16.7,1185
BLR,Eastern Europe & Central Asia,EVS,4,2000,hindues,20.9,1000
BGR,Eastern Europe & Central Asia,EVS,2,1991,hindues,21.5,1034
NGA,Sub-Saharan Africa,WVS,2,1990,hindues,22.4,1001
JPN,East Asia,WVS,2,1990,hindues,27.7,1011
POL,Eastern Europe & Central Asia,EVS,2,1990,hindues,36.9,982
SVN,Eastern Europe & Central Asia,EVS,2,1992,hindues,42.7,1016
SVK,Eastern Europe & Central Asia,EVS,2,1991,hindues,70.8,1136
ROU,Eastern Europe & Central Asia,EVS,2,1993,hindues,71.8,1103
CZE,Eastern Europe & Central Asia,EVS,2,1991,hindues,73.1,2109
ISL,Western Europe,EVS,7,2017,homosexuales,2.0,1551
DNK,Western Europe,EVS,7,2017,homosexuales,2.2,3340
NLD,Western Europe,WVS,7,2022,homosexuales,2.3,2057
SWE,Western Europe,EVS,7,2017,homosexuales,2.4,1178
NOR,Western Europe,EVS,7,2018,homosexuales,3.5,1115
GBR,Western Europe,WVS,7,2022,homosexuales,3.6,2586
URY,Latin America,WVS,7,2022,homosexuales,4.7,1000
AND,Western Europe,WVS,7,2018,homosexuales,5.2,1004
CHE,Western Europe,EVS,7,2017,homosexuales,5.9,3141
DEU,Western Europe,WVS,7,2018,homosexuales,6.4,1523
BRA,Latin America,WVS,7,2018,homosexuales,6.8,1762
NIR,Western Europe,WVS,7,2022,homosexuales,7.0,446
BEL,Western Europe,EVS,5,2009,homosexuales,7.2,1501
NZL,"North America, Australia & New Zealand",WVS,7,2020,homosexuales,7.6,1057
FRA,Western Europe,EVS,7,2018,homosexuales,8.0,1859
ARG,Latin America,WVS,7,2017,homosexuales,8.6,1003
CAN,"North America, Australia & New Zealand",WVS,7,2020,homosexuales,10.2,4018
AUT,Western Europe,EVS,7,2018,homosexuales,11.0,1588
AUS,"North America, Australia & New Zealand",WVS,7,2018,homosexuales,11.8,1813
FIN,Western Europe,EVS,7,2017,homosexuales,12.3,1199
PRT,Western Europe,EVS,7,2020,homosexuales,12.4,1186
PRI,Latin America,WVS,7,2018,homosexuales,12.5,1127
ITA,Western Europe,EVS,7,2018,homosexuales,12.7,2130
ESP,Western Europe,EVS,7,2017,homosexuales,12.9,1191
USA,"North America, Australia & New Zealand",WVS,7,2017,homosexuales,13.5,2435
PHL,Southeast Asia,WVS,7,2019,homosexuales,17.8,1200
CZE,Eastern Europe & Central Asia,WVS,7,2022,homosexuales,18.1,1163
LUX,Western Europe,EVS,5,2008,homosexuales,18.9,1582
IRL,Western Europe,EVS,5,2008,homosexuales,19.3,801
MLT,Western Europe,EVS,5,2008,homosexuales,20.5,1465
MEX,Latin America,WVS,7,2018,homosexuales,22.8,1736
HKG,East Asia,WVS,7,2018,homosexuales,23.9,2075
UZB,Eastern Europe & Central Asia,WVS,7,2022,homosexuales,24.2,1250
SGP,Southeast Asia,WVS,7,2020,homosexuales,25.7,2012
JPN,East Asia,WVS,7,2019,homosexuales,27.1,1315
CHL,Latin America,WVS,7,2018,homosexuales,27.7,1000
COL,Latin America,WVS,7,2018,homosexuales,28.1,1520
BOL,Latin America,WVS,7,2017,homosexuales,29.0,1800
SVN,Eastern Europe & Central Asia,EVS,7,2017,homosexuales,29.8,1052
POL,Eastern Europe & Central Asia,EVS,7,2017,homosexuales,30.2,1239
XNC,Western Europe,EVS,5,2008,homosexuales,31.0,484
ECU,Latin America,WVS,7,2018,homosexuales,31.5,1200
VEN,Latin America,WVS,7,2021,homosexuales,31.6,1190
NIC,Latin America,WVS,7,2020,homosexuales,33.2,1200
GRC,Western Europe,WVS,7,2017,homosexuales,33.4,1196
PER,Latin America,WVS,7,2018,homosexuales,35.5,1381
THA,Southeast Asia,WVS,7,2018,homosexuales,35.7,1500
HRV,Eastern Europe & Central Asia,EVS,7,2017,homosexuales,37.2,1419
HUN,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,37.2,1498
EST,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,37.6,1239
ZAF,Sub-Saharan Africa,WVS,6,2013,homosexuales,37.9,3531
LVA,Eastern Europe & Central Asia,EVS,7,2021,homosexuales,39.0,1290
SVK,Eastern Europe & Central Asia,WVS,7,2022,homosexuales,40.0,1173
CYP,Western Europe,WVS,7,2019,homosexuales,40.1,963
GTM,Latin America,WVS,7,2020,homosexuales,40.6,1229
PAK,South Asia,WVS,7,2018,homosexuales,41.2,1995
TWN,East Asia,WVS,7,2019,homosexuales,41.6,1223
MAC,East Asia,WVS,7,2019,homosexuales,43.6,995
MNG,East Asia,WVS,7,2020,homosexuales,45.8,1638
SRB,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,47.2,1392
TTO,Caribbean,WVS,6,2010,homosexuales,47.3,999
LBN,Middle East & North Africa,WVS,7,2018,homosexuales,47.7,1200
DOM,Latin America,WVS,3,1996,homosexuales,48.7,417
UKR,Eastern Europe & Central Asia,EVS,7,2020,homosexuales,50.8,1510
BIH,Eastern Europe & Central Asia,EVS,7,2019,homosexuales,54.2,1677
ROU,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,54.3,1545
IRQ,Middle East & North Africa,WVS,7,2018,homosexuales,55.1,1200
TUN,Middle East & North Africa,WVS,7,2019,homosexuales,57.9,1146
DZA,Middle East & North Africa,WVS,6,2014,homosexuales,58.1,1200
MYS,Southeast Asia,WVS,7,2018,homosexuales,60.4,1313
XKS,Eastern Europe & Central Asia,EVS,5,2008,homosexuales,61.9,1535
GEO,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,62.0,2178
LTU,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,62.1,1361
LBY,Middle East & North Africa,WVS,7,2022,homosexuales,62.6,1196
PSE,Middle East & North Africa,WVS,6,2013,homosexuales,65.3,1000
BGR,Eastern Europe & Central Asia,EVS,7,2017,homosexuales,66.0,1422
RUS,Eastern Europe & Central Asia,EVS,7,2017,homosexuales,66.1,1825
MLI,Sub-Saharan Africa,WVS,5,2007,homosexuales,66.2,1534
BLR,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,67.8,1521
MKD,Eastern Europe & Central Asia,EVS,7,2019,homosexuales,68.2,1040
YEM,Middle East & North Africa,WVS,6,2014,homosexuales,68.7,1000
ETH,Sub-Saharan Africa,WVS,7,2020,homosexuales,69.7,1220
MNE,Eastern Europe & Central Asia,EVS,7,2019,homosexuales,71.2,976
CHN,East Asia,WVS,7,2018,homosexuales,71.9,2993
IND,South Asia,WVS,7,2023,homosexuales,72.7,1452
ZMB,Sub-Saharan Africa,WVS,5,2007,homosexuales,73.3,1500
KGZ,Eastern Europe & Central Asia,WVS,7,2020,homosexuales,73.3,1200
KAZ,Eastern Europe & Central Asia,WVS,7,2018,homosexuales,73.4,1276
TZA,Sub-Saharan Africa,WVS,4,2001,homosexuales,74.1,1171
HTI,Latin America,WVS,6,2016,homosexuales,74.2,1992
IDN,Southeast Asia,WVS,7,2018,homosexuales,74.3,3200
KEN,Sub-Saharan Africa,WVS,7,2021,homosexuales,75.1,1231
UGA,Sub-Saharan Africa,WVS,4,2001,homosexuales,76.1,1002
VNM,Southeast Asia,WVS,7,2020,homosexuales,76.1,1200
ALB,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,76.6,1418
SLV,Latin America,WVS,3,1999,homosexuales,78.3,1254
TUR,Eastern Europe & Central Asia,WVS,7,2018,homosexuales,78.5,2330
KOR,East Asia,WVS,7,2018,homosexuales,79.6,1245
MDA,Eastern Europe & Central Asia,EVS,5,2008,homosexuales,79.7,1472
GHA,Sub-Saharan Africa,WVS,6,2012,homosexuales,79.7,1552
BGD,South Asia,WVS,7,2018,homosexuales,79.9,1162
MAR,Middle East & North Africa,WVS,7,2021,homosexuales,79.9,1200
BFA,Sub-Saharan Africa,WVS,5,2007,homosexuales,80.5,1534
ARM,Eastern Europe & Central Asia,WVS,7,2021,homosexuales,83.1,1207
QAT,Middle East & North Africa,WVS,6,2010,homosexuales,83.4,1060
EGY,Middle East & North Africa,WVS,7,2018,homosexuales,84.0,1200
MDV,South Asia,WVS,7,2021,homosexuales,85.5,1039
RWA,Sub-Saharan Africa,WVS,6,2012,homosexuales,88.4,1527
AZE,Eastern Europe & Central Asia,EVS,7,2018,homosexuales,88.4,1751
NGA,Sub-Saharan Africa,WVS,7,2018,homosexuales,89.0,1237
ZWE,Sub-Saharan Africa,WVS,7,2020,homosexuales,90.1,1202
MMR,Southeast Asia,WVS,7,2020,homosexuales,91.3,1200
IRN,Middle East & North Africa,WVS,5,2007,homosexuales,92.4,2665
JOR,Middle East & North Africa,WVS,7,2018,homosexuales,93.8,1203
ZAF,Sub-Saharan Africa,WVS,5,2006,indios,13.5,2906
TZA,Sub-Saharan Africa,WVS,4,2001,inestables,5.1,1171
